[ 0.925  0.075]
[ 0.16296963  0.83703037]
[ 0.0716  0.9284]
[ 0.4035  0.5965]
[ 0.05379245  0.94620755]
[ 0.06943106  0.93056894]
[ 0.411  0.589]
[ 0.8805  0.1195]
[ 0.3176  0.6824]
[ 0.895  0.105]
[ 0.05800464  0.94199536]
[ 0.9035  0.0965]
[ 0.5535  0.4465]
[ 0.03263509  0.96736491]
[ 0.28  0.72]
[ 0.05379245  0.94620755]
[ 0.3415  0.6585]
[ 0.87325  0.12675]
[ 0.14285714  0.85714286]
[ 0.9345  0.0655]
[ 0.717  0.283]
[ 0.4805  0.5195]
[ 0.72471667  0.27528333]
[ 0.566  0.434]
[ 0.9355  0.0645]
[ 0.5155  0.4845]
[ 0.438  0.562]
[ 0.9255  0.0745]
[ 0.34213636  0.65786364]
[ 0.04735376  0.95264624]
[ 0.  1.]
[ 0.7725  0.2275]
[ 0.125  0.875]
[ 0.5845  0.4155]
[ 0.5915  0.4085]
[ 0.196  0.804]
[ 0.79  0.21]
[ 0.04347826  0.95652174]
[ 0.851  0.149]
[ 0.8185  0.1815]
[ 0.605  0.395]
[ 0.04752597  0.95247403]
[ 0.7165  0.2835]
[ 0.05428571  0.94571429]
[ 0.07627119  0.92372881]
[ 0.28775  0.71225]
[ 0.4100625  0.5899375]
[ 0.28158333  0.71841667]
[ 0.48  0.52]
[ 0.  1.]
[ 0.699  0.301]
[ 0.5135  0.4865]
[ 0.1481  0.8519]
[ 0.  1.]
[ 0.341  0.659]
[ 0.37141667  0.62858333]
[ 0.6575  0.3425]
[ 0.622  0.378]
[ 0.7145  0.2855]
[ 0.5725  0.4275]
[ 0.10126582  0.89873418]
[ 0.3425  0.6575]
[ 0.05379245  0.94620755]
[ 0.361  0.639]
[ 0.713  0.287]
[ 0.7655  0.2345]
[ 0.456  0.544]
[ 0.4855  0.5145]
[ 0.6795  0.3205]
[ 0.32026667  0.67973333]
[ 0.12975  0.87025]
[ 0.67  0.33]
[ 0.03846154  0.96153846]
[ 0.5735  0.4265]
[ 0.  1.]
[ 0.628  0.372]
[ 0.8365  0.1635]
[ 0.8555  0.1445]
[ 0.27166667  0.72833333]
[ 0.235625  0.764375]
[ 0.  1.]
[ 0.63525  0.36475]
[ 0.4535  0.5465]
[ 0.737  0.263]
[ 0.439  0.561]
[ 0.6455  0.3545]
[ 0.04195  0.95805]
[ 0.41866667  0.58133333]
[ 0.4725  0.5275]
[ 0.42616667  0.57383333]
[ 0.4225  0.5775]
[ 0.34175  0.65825]
[ 0.29775  0.70225]
[ 0.755  0.245]
[ 0.05405405  0.94594595]
[ 0.4931  0.5069]
[ 0.4375  0.5625]
[ 0.7745  0.2255]
[ 0.29466667  0.70533333]
[ 0.319  0.681]
[ 0.32025  0.67975]
[ 0.2385  0.7615]
[ 0.6135  0.3865]
[ 0.3735  0.6265]
[ 0.54666667  0.45333333]
[ 0.18163208  0.81836792]
[ 0.7705  0.2295]
[ 0.6805  0.3195]
[ 0.7195  0.2805]
[ 0.3915  0.6085]
[ 0.23076923  0.76923077]
[ 0.165875  0.834125]
[ 0.  1.]
[ 0.23616667  0.76383333]
[ 0.492  0.508]
[ 0.05800464  0.94199536]
[ 0.07954545  0.92045455]
[ 0.8475  0.1525]
[ 0.201125  0.798875]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.908  0.092]
[ 0.05379245  0.94620755]
[ 0.25885  0.74115]
[ 0.10266667  0.89733333]
[ 0.5745  0.4255]
[ 0.19007143  0.80992857]
[ 0.399625  0.600375]
[ 0.5775  0.4225]
[ 0.427625  0.572375]
[ 0.797  0.203]
[ 0.07225434  0.92774566]
[ 0.32965  0.67035]
[ 0.2169375  0.7830625]
[ 0.3645  0.6355]
[ 0.3435  0.6565]
[ 0.03263509  0.96736491]
[ 0.384  0.616]
[ 0.04661654  0.95338346]
[ 0.237  0.763]
[ 0.45185  0.54815]
[ 0.03263509  0.96736491]
[ 0.5955  0.4045]
[ 0.481  0.519]
[ 0.  1.]
[ 0.11111111  0.88888889]
[ 0.13873831  0.86126169]
[ 0.5075  0.4925]
[ 0.5725  0.4275]
[ 0.44275  0.55725]
[ 0.03263509  0.96736491]
[ 0.692  0.308]
[ 0.03263509  0.96736491]
[ 0.32119643  0.67880357]
[ 0.595  0.405]
[ 0.3295  0.6705]
[ 0.0664557  0.9335443]
[ 0.54325  0.45675]
[ 0.32825  0.67175]
[ 0.27160833  0.72839167]
[ 0.2795  0.7205]
[ 0.7455  0.2545]
[ 0.591  0.409]
[ 0.7225  0.2775]
[ 0.656  0.344]
[ 0.3825  0.6175]
[ 0.5095  0.4905]
[ 0.1  0.9]
[ 0.3005  0.6995]
[ 0.348  0.652]
[ 0.04661654  0.95338346]
[ 0.5555  0.4445]
[ 0.509  0.491]
[ 0.627  0.373]
[ 0.0990099  0.9009901]
[ 0.7745  0.2255]
[ 0.619  0.381]
[ 0.598  0.402]
[ 0.47  0.53]
[ 0.7625  0.2375]
[ 0.5025  0.4975]
[ 0.05379245  0.94620755]
[ 0.9195  0.0805]
[ 0.49125  0.50875]
[ 0.5675  0.4325]
[ 0.63725  0.36275]
[ 0.32359091  0.67640909]
[ 0.2845  0.7155]
[ 0.404  0.596]
[ 0.8555  0.1445]
[ 0.08333333  0.91666667]
[ 0.517  0.483]
[ 0.4055  0.5945]
[ 0.3421  0.6579]
[ 0.52825  0.47175]
[ 0.3165  0.6835]
[ 0.489  0.511]
[ 0.337  0.663]
[ 0.6025  0.3975]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.8755  0.1245]
[ 0.34966667  0.65033333]
[ 0.  1.]
[ 0.09701493  0.90298507]
[ 0.886  0.114]
[ 0.8045  0.1955]
[ 0.03263509  0.96736491]
[ 0.5645  0.4355]
[ 0.5175  0.4825]
[ 0.792  0.208]
[ 0.05379245  0.94620755]
[ 0.92  0.08]
[ 0.69866667  0.30133333]
[ 0.48225  0.51775]
[ 0.879  0.121]
[ 0.588  0.412]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.174  0.826]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.5875  0.4125]
[ 0.55  0.45]
[ 0.37225  0.62775]
[ 0.14991733  0.85008267]
[ 0.425  0.575]
[ 0.4785  0.5215]
[ 0.928  0.072]
[ 0.708  0.292]
[ 0.8585625  0.1414375]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.7535  0.2465]
[ 0.20583333  0.79416667]
[ 0.09669444  0.90330556]
[ 0.33966667  0.66033333]
[ 0.7595  0.2405]
[ 0.315  0.685]
[ 0.3136125  0.6863875]
[ 0.08421053  0.91578947]
[ 0.4595  0.5405]
[ 0.1455  0.8545]
[ 0.3120625  0.6879375]
[ 0.63075  0.36925]
[ 0.602  0.398]
[ 0.04518458  0.95481542]
[ 0.6705  0.3295]
[ 0.1153361  0.8846639]
[ 0.13529286  0.86470714]
[ 0.20353846  0.79646154]
[ 0.606  0.394]
[ 0.77425  0.22575]
[ 0.401  0.599]
[ 0.4955  0.5045]
[ 0.421  0.579]
[ 0.617  0.383]
[ 0.03263509  0.96736491]
[ 0.48  0.52]
[ 0.6205  0.3795]
[ 0.11321754  0.88678246]
[ 0.533  0.467]
[ 0.8965  0.1035]
[ 0.2855  0.7145]
[ 0.3525  0.6475]
[ 0.13825  0.86175]
[ 0.7165  0.2835]
[ 0.07894737  0.92105263]
[ 0.291  0.709]
[ 0.04545455  0.95454545]
[ 0.823  0.177]
[ 0.68875  0.31125]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.02702703  0.97297297]
[ 0.365  0.635]
[ 0.3601  0.6399]
[ 0.632  0.368]
[ 0.19577941  0.80422059]
[ 0.6745  0.3255]
[ 0.381  0.619]
[ 0.0664557  0.9335443]
[ 0.7995  0.2005]
[ 0.6495  0.3505]
[ 0.61  0.39]
[ 0.07698985  0.92301015]
[ 0.02272727  0.97727273]
[ 0.05263158  0.94736842]
[ 0.548  0.452]
[ 0.566  0.434]
[ 0.6865  0.3135]
[ 0.10459643  0.89540357]
[ 0.7935  0.2065]
[ 0.7915  0.2085]
[ 0.602  0.398]
[ 0.07407407  0.92592593]
[ 0.04735376  0.95264624]
[ 0.10526316  0.89473684]
[ 0.5427  0.4573]
[ 0.511  0.489]
[ 0.69066667  0.30933333]
[ 0.05379245  0.94620755]
[ 0.5095  0.4905]
[ 0.07575758  0.92424242]
[ 0.4605  0.5395]
[ 0.425375  0.574625]
[ 0.  1.]
[ 0.7155  0.2845]
[ 0.236  0.764]
[ 0.05379245  0.94620755]
[ 0.6935  0.3065]
[ 0.1575  0.8425]
[ 0.834  0.166]
[ 0.3935  0.6065]
[ 0.11428571  0.88571429]
[ 0.16  0.84]
[ 0.13057391  0.86942609]
[ 0.  1.]
[ 0.6025  0.3975]
[ 0.5555  0.4445]
[ 0.02702703  0.97297297]
[ 0.7475  0.2525]
[ 0.642  0.358]
[ 0.1207125  0.8792875]
[ 0.26875  0.73125]
[ 0.05379245  0.94620755]
[ 0.773  0.227]
[ 0.575  0.425]
[ 0.6475  0.3525]
[ 0.5865  0.4135]
[ 0.7  0.3]
[ 0.2875  0.7125]
[ 0.7725  0.2275]
[ 0.04661654  0.95338346]
[ 0.38125  0.61875]
[ 0.05379245  0.94620755]
[ 0.7265  0.2735]
[ 0.4955  0.5045]
[ 0.0664557  0.9335443]
[ 0.808  0.192]
[ 0.479  0.521]
[ 0.2425  0.7575]
[ 0.584  0.416]
[ 0.8295  0.1705]
[ 0.2205  0.7795]
[ 0.662  0.338]
[ 0.22154167  0.77845833]
[ 0.803  0.197]
[ 0.25216667  0.74783333]
[ 0.05379245  0.94620755]
[ 0.12473611  0.87526389]
[ 0.04761905  0.95238095]
[ 0.0416369  0.9583631]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.9145  0.0855]
[ 0.556  0.444]
[ 0.5  0.5]
[ 0.4225  0.5775]
[ 0.  1.]
[ 0.15180142  0.84819858]
[ 0.7355  0.2645]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.8995  0.1005]
[ 0.0664557  0.9335443]
[ 0.2305  0.7695]
[ 0.07775  0.92225]
[ 0.541  0.459]
[ 0.556  0.444]
[ 0.616  0.384]
[ 0.369  0.631]
[ 0.5936875  0.4063125]
[ 0.8005  0.1995]
[ 0.519  0.481]
[ 0.9345  0.0655]
[ 0.834  0.166]
[ 0.63  0.37]
[ 0.19496667  0.80503333]
[ 0.23556624  0.76443376]
[ 0.0155  0.9845]
[ 0.50066667  0.49933333]
[ 0.30775  0.69225]
[ 0.5905  0.4095]
[ 0.505  0.495]
[ 0.521  0.479]
[ 0.30675  0.69325]
[ 0.4415  0.5585]
[ 0.593  0.407]
[ 0.3925  0.6075]
[ 0.03263509  0.96736491]
[ 0.5055  0.4945]
[ 0.47775  0.52225]
[ 0.28  0.72]
[ 0.34775  0.65225]
[ 0.077  0.923]
[ 0.512  0.488]
[ 0.19741667  0.80258333]
[ 0.682  0.318]
[ 0.746  0.254]
[ 0.24225  0.75775]
[ 0.36416667  0.63583333]
[ 0.16666667  0.83333333]
[ 0.09651667  0.90348333]
[ 0.43625  0.56375]
[ 0.794  0.206]
[ 0.05428571  0.94571429]
[ 0.0695  0.9305]
[ 0.10204082  0.89795918]
[ 0.918  0.082]
[ 0.1172  0.8828]
[ 0.45266667  0.54733333]
[ 0.11519345  0.88480655]
[ 0.532  0.468]
[ 0.  1.]
[ 0.681  0.319]
[ 0.57725  0.42275]
[ 0.8115  0.1885]
[ 0.5975  0.4025]
[ 0.  1.]
[ 0.  1.]
[ 0.701  0.299]
[ 0.624  0.376]
[ 0.04677381  0.95322619]
[ 0.8405  0.1595]
[ 0.778  0.222]
[ 0.1625  0.8375]
[ 0.57  0.43]
[ 0.3965  0.6035]
[ 0.2285  0.7715]
[ 0.04661654  0.95338346]
[ 0.  1.]
[ 0.4465  0.5535]
[ 0.722  0.278]
[ 0.564  0.436]
[ 0.05882353  0.94117647]
[ 0.537  0.463]
[ 0.6685  0.3315]
[ 0.229  0.771]
[ 0.7285  0.2715]
[ 0.631  0.369]
[ 0.08867262  0.91132738]
[ 0.694  0.306]
[ 0.05263158  0.94736842]
[ 0.05555556  0.94444444]
[ 0.3845  0.6155]
[ 0.5895  0.4105]
[ 0.384  0.616]
[ 0.3155  0.6845]
[ 0.6175  0.3825]
[ 0.52725385  0.47274615]
[ 0.18  0.82]
[ 0.815  0.185]
[ 0.5785  0.4215]
[ 0.20412982  0.79587018]
[ 0.  1.]
[ 0.594  0.406]
[ 0.42475  0.57525]
[ 0.2775  0.7225]
[ 0.7455  0.2545]
[ 0.419  0.581]
[ 0.5  0.5]
[ 0.546  0.454]
[ 0.47  0.53]
[ 0.6865  0.3135]
[ 0.303  0.697]
[ 0.50125  0.49875]
[ 0.05428571  0.94571429]
[ 0.06477733  0.93522267]
[ 0.525  0.475]
[ 0.03263509  0.96736491]
[ 0.49775  0.50225]
[ 0.05379245  0.94620755]
[ 0.13125  0.86875]
[ 0.08695652  0.91304348]
[ 0.  1.]
[ 0.8075  0.1925]
[ 0.0430622  0.9569378]
[ 0.705  0.295]
[ 0.11931061  0.88068939]
[ 0.21875  0.78125]
[ 0.05379245  0.94620755]
[ 0.37122549  0.62877451]
[ 0.527  0.473]
[ 0.451  0.549]
[ 0.769  0.231]
[ 0.602  0.398]
[ 0.70875  0.29125]
[ 0.65516667  0.34483333]
[ 0.3705  0.6295]
[ 0.05379245  0.94620755]
[ 0.3915  0.6085]
[ 0.06682028  0.93317972]
[ 0.04444444  0.95555556]
[ 0.814  0.186]
[ 0.13449286  0.86550714]
[ 0.46316667  0.53683333]
[ 0.  1.]
[ 0.07142857  0.92857143]
[ 0.121  0.879]
[ 0.35  0.65]
[ 0.05379245  0.94620755]
[ 0.443  0.557]
[ 0.295  0.705]
[ 0.07239286  0.92760714]
[ 0.16405556  0.83594444]
[ 0.05428571  0.94571429]
[ 0.813  0.187]
[ 0.2715  0.7285]
[ 0.4915  0.5085]
[ 0.17325  0.82675]
[ 0.8115  0.1885]
[ 0.3695  0.6305]
[ 0.03263509  0.96736491]
[ 0.663  0.337]
[ 0.4395  0.5605]
[ 0.357875  0.642125]
[ 0.05050505  0.94949495]
[ 0.3115  0.6885]
[ 0.08333333  0.91666667]
[ 0.586  0.414]
[ 0.04661654  0.95338346]
[ 0.679  0.321]
[ 0.486  0.514]
[ 0.10389286  0.89610714]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.55875  0.44125]
[ 0.24316667  0.75683333]
[ 0.9465  0.0535]
[ 0.805  0.195]
[ 0.4445  0.5555]
[ 0.27267208  0.72732792]
[ 0.25  0.75]
[ 0.55375  0.44625]
[ 0.05800464  0.94199536]
[ 0.266  0.734]
[ 0.64775  0.35225]
[ 0.508  0.492]
[ 0.563  0.437]
[ 0.76713636  0.23286364]
[ 0.11904167  0.88095833]
[ 0.386  0.614]
[ 0.05379245  0.94620755]
[ 0.424  0.576]
[ 0.665  0.335]
[ 0.46375  0.53625]
[ 0.04212168  0.95787832]
[ 0.454  0.546]
[ 0.03263509  0.96736491]
[ 0.423  0.577]
[ 0.3755  0.6245]
[ 0.606  0.394]
[ 0.6685  0.3315]
[ 0.6365  0.3635]
[ 0.8295  0.1705]
[ 0.  1.]
[ 0.07954545  0.92045455]
[ 0.07366667  0.92633333]
[ 0.  1.]
[ 0.331  0.669]
[ 1.  0.]
[ 0.15437698  0.84562302]
[ 0.939  0.061]
[ 0.22  0.78]
[ 0.531  0.469]
[ 0.140875  0.859125]
[ 0.  1.]
[ 0.5685  0.4315]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.7095  0.2905]
[ 0.5485  0.4515]
[ 0.15  0.85]
[ 0.  1.]
[ 0.  1.]
[ 0.04735376  0.95264624]
[ 0.525  0.475]
[ 0.24  0.76]
[ 0.06741573  0.93258427]
[ 0.27875  0.72125]
[ 0.06379585  0.93620415]
[ 0.05800464  0.94199536]
[ 0.21903205  0.78096795]
[ 0.1707381  0.8292619]
[ 0.  1.]
[ 0.30941667  0.69058333]
[ 0.05428571  0.94571429]
[ 0.07894737  0.92105263]
[ 0.06823266  0.93176734]
[ 0.21  0.79]
[ 0.05428571  0.94571429]
[ 0.07052897  0.92947103]
[ 0.05800464  0.94199536]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.33266667  0.66733333]
[ 0.  1.]
[ 0.06641667  0.93358333]
[ 0.10204082  0.89795918]
[ 0.07020238  0.92979762]
[ 0.1935  0.8065]
[ 0.13202273  0.86797727]
[ 0.0275  0.9725]
[ 0.622  0.378]
[ 0.408  0.592]
[ 0.8045  0.1955]
[ 0.04661654  0.95338346]
[ 0.06427083  0.93572917]
[ 0.05300353  0.94699647]
[ 0.7025  0.2975]
[ 0.7105  0.2895]
[ 0.4085  0.5915]
[ 0.19057143  0.80942857]
[ 0.8555  0.1445]
[ 0.13469524  0.86530476]
[ 0.1355  0.8645]
[ 0.13966667  0.86033333]
[ 0.24519359  0.75480641]
[ 0.08075  0.91925]
[ 0.14285714  0.85714286]
[ 0.775  0.225]
[ 0.05379245  0.94620755]
[ 0.06325  0.93675]
[ 0.07627119  0.92372881]
[ 0.25  0.75]
[ 0.04735376  0.95264624]
[ 0.36475  0.63525]
[ 0.09701493  0.90298507]
[ 0.4295  0.5705]
[ 0.15475  0.84525]
[ 0.537  0.463]
[ 0.581  0.419]
[ 0.05194805  0.94805195]
[ 0.07691667  0.92308333]
[ 0.244  0.756]
[ 0.13922529  0.86077471]
[ 0.16666667  0.83333333]
[ 0.4175  0.5825]
[ 0.04661654  0.95338346]
[ 0.587  0.413]
[ 0.926  0.074]
[ 0.57575  0.42425]
[ 0.3805  0.6195]
[ 0.0664557  0.9335443]
[ 0.34941667  0.65058333]
[ 0.814  0.186]
[ 0.778  0.222]
[ 0.  1.]
[ 0.788  0.212]
[ 0.4965  0.5035]
[ 0.595  0.405]
[ 0.8985  0.1015]
[ 0.72216667  0.27783333]
[ 0.176  0.824]
[ 0.785  0.215]
[ 0.131  0.869]
[ 0.8825  0.1175]
[ 0.616  0.384]
[ 0.756  0.244]
[ 0.13191667  0.86808333]
[ 0.831  0.169]
[ 0.6935  0.3065]
[ 0.8965  0.1035]
[ 0.7095  0.2905]
[ 0.856  0.144]
[ 0.5785  0.4215]
[ 0.256125  0.743875]
[ 0.3715  0.6285]
[ 0.2505  0.7495]
[ 0.6535  0.3465]
[ 0.7  0.3]
[ 0.6875  0.3125]
[ 0.434  0.566]
[ 0.5075  0.4925]
[ 0.907  0.093]
[ 0.723  0.277]
[ 0.437  0.563]
[ 0.501  0.499]
[ 0.658  0.342]
[ 0.8435  0.1565]
[ 0.72025  0.27975]
[ 0.9215  0.0785]
[ 0.4885  0.5115]
[ 0.17179167  0.82820833]
[ 0.239  0.761]
[ 0.567  0.433]
[ 0.763  0.237]
[ 0.273  0.727]
[ 0.825  0.175]
[ 0.4145  0.5855]
[ 0.7815  0.2185]
[ 0.38775  0.61225]
[ 0.8175  0.1825]
[ 0.72075  0.27925]
[ 0.54125  0.45875]
[ 0.4111  0.5889]
[ 0.495  0.505]
[ 0.278  0.722]
[ 0.30925  0.69075]
[ 0.6435  0.3565]
[ 0.3555  0.6445]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.896  0.104]
[ 0.03263509  0.96736491]
[ 0.5195  0.4805]
[ 0.03263509  0.96736491]
[ 0.7955  0.2045]
[ 0.7735  0.2265]
[ 0.55977143  0.44022857]
[ 0.4865  0.5135]
[ 0.909  0.091]
[ 0.07142857  0.92857143]
[ 0.  1.]
[ 0.54362222  0.45637778]
[ 0.896  0.104]
[ 0.6875  0.3125]
[ 0.755  0.245]
[ 0.9035  0.0965]
[ 0.5145  0.4855]
[ 0.4645  0.5355]
[ 0.0345  0.9655]
[ 0.5365  0.4635]
[ 0.3605  0.6395]
[ 0.8145  0.1855]
[ 0.  1.]
[ 0.7995  0.2005]
[ 0.853  0.147]
[ 0.8655  0.1345]
[ 0.198625  0.801375]
[ 0.857  0.143]
[ 0.8355  0.1645]
[ 0.4615  0.5385]
[ 0.44  0.56]
[ 0.2545  0.7455]
[ 0.8155  0.1845]
[ 0.59025  0.40975]
[ 0.375  0.625]
[ 0.6405  0.3595]
[ 0.163  0.837]
[ 0.66185  0.33815]
[ 0.171  0.829]
[ 0.63316667  0.36683333]
[ 0.71716667  0.28283333]
[ 0.03263509  0.96736491]
[ 0.687  0.313]
[ 0.7415  0.2585]
[ 0.6875  0.3125]
[ 0.6055  0.3945]
[ 0.07142857  0.92857143]
[ 0.60616667  0.39383333]
[ 0.6615  0.3385]
[ 0.194  0.806]
[ 0.18385  0.81615]
[ 0.837  0.163]
[ 0.4095  0.5905]
[ 0.05428571  0.94571429]
[ 0.8145  0.1855]
[ 0.667  0.333]
[ 0.586  0.414]
[ 0.8595  0.1405]
[ 0.03263509  0.96736491]
[ 0.12675  0.87325]
[ 0.2471  0.7529]
[ 0.  1.]
[ 0.807  0.193]
[ 0.7995  0.2005]
[ 0.11175  0.88825]
[ 0.10413462  0.89586538]
[ 0.24254167  0.75745833]
[ 0.801  0.199]
[ 0.85  0.15]
[ 0.686  0.314]
[ 0.37116667  0.62883333]
[ 0.87  0.13]
[ 0.194  0.806]
[ 0.6025  0.3975]
[ 0.82025  0.17975]
[ 0.4505  0.5495]
[ 0.12680894  0.87319106]
[ 0.271  0.729]
[ 0.249  0.751]
[ 0.042625  0.957375]
[ 0.  1.]
[ 0.19458333  0.80541667]
[ 0.9415  0.0585]
[ 0.941  0.059]
[ 0.34183333  0.65816667]
[ 0.4895  0.5105]
[ 0.552  0.448]
[ 0.806  0.194]
[ 0.893  0.107]
[ 0.529  0.471]
[ 0.  1.]
[ 0.6555  0.3445]
[ 0.5715  0.4285]
[ 0.04735376  0.95264624]
[ 0.13691667  0.86308333]
[ 0.8285  0.1715]
[ 0.4035  0.5965]
[ 0.2295  0.7705]
[ 0.779  0.221]
[ 0.833  0.167]
[ 0.5555  0.4445]
[ 0.7575  0.2425]
[ 0.8275  0.1725]
[ 0.48613636  0.51386364]
[ 0.07407407  0.92592593]
[ 0.909  0.091]
[ 0.23761345  0.76238655]
[ 0.9065  0.0935]
[ 0.8595  0.1405]
[ 0.24458333  0.75541667]
[ 0.8045  0.1955]
[ 0.5265  0.4735]
[ 0.7505  0.2495]
[ 0.25125  0.74875]
[ 0.692  0.308]
[ 0.8055  0.1945]
[ 0.569  0.431]
[ 0.34  0.66]
[ 0.889  0.111]
[ 0.7885  0.2115]
[ 0.432  0.568]
[ 0.04477612  0.95522388]
[ 0.05428571  0.94571429]
[ 0.422  0.578]
[ 0.187125  0.812875]
[ 0.4345  0.5655]
[ 0.8565  0.1435]
[ 0.7765  0.2235]
[ 0.372  0.628]
[ 0.913  0.087]
[ 0.04761905  0.95238095]
[ 0.622  0.378]
[ 0.12025  0.87975]
[ 0.828  0.172]
[ 0.415  0.585]
[ 0.165  0.835]
[ 0.8175  0.1825]
[ 0.767  0.233]
[ 0.03263509  0.96736491]
[ 0.17641667  0.82358333]
[ 0.03263509  0.96736491]
[ 0.8115  0.1885]
[ 0.6055  0.3945]
[ 0.8905  0.1095]
[ 0.641  0.359]
[ 0.7085  0.2915]
[ 0.56166667  0.43833333]
[ 0.867  0.133]
[ 0.16125  0.83875]
[ 0.8675  0.1325]
[ 0.553  0.447]
[ 0.4  0.6]
[ 0.05379245  0.94620755]
[ 0.559  0.441]
[ 0.1086  0.8914]
[ 0.6125  0.3875]
[ 0.7025  0.2975]
[ 0.4085  0.5915]
[ 0.69725  0.30275]
[ 0.6905  0.3095]
[ 0.2135  0.7865]
[ 0.08333333  0.91666667]
[ 0.559  0.441]
[ 0.7875  0.2125]
[ 0.11126667  0.88873333]
[ 0.9225  0.0775]
[ 0.2333875  0.7666125]
[ 0.69575  0.30425]
[ 0.7215  0.2785]
[ 0.9445  0.0555]
[ 0.765  0.235]
[ 0.5555  0.4445]
[ 0.22175  0.77825]
[ 0.47  0.53]
[ 0.3895  0.6105]
[ 0.818  0.182]
[ 0.6355  0.3645]
[ 0.8255  0.1745]
[ 0.06823266  0.93176734]
[ 0.28858333  0.71141667]
[ 0.2861875  0.7138125]
[ 0.746  0.254]
[ 0.844  0.156]
[ 0.862  0.138]
[ 0.675  0.325]
[ 0.8815  0.1185]
[ 0.2371  0.7629]
[ 0.833  0.167]
[ 0.54  0.46]
[ 0.  1.]
[ 0.9105  0.0895]
[ 0.282  0.718]
[ 0.796  0.204]
[ 0.22858333  0.77141667]
[ 0.8155  0.1845]
[ 0.6205  0.3795]
[ 0.05379245  0.94620755]
[ 0.22175  0.77825]
[ 0.19208333  0.80791667]
[ 0.5  0.5]
[ 0.03125  0.96875]
[ 0.769  0.231]
[ 0.6465  0.3535]
[ 0.621  0.379]
[ 0.661  0.339]
[ 0.646  0.354]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.559  0.441]
[ 0.098  0.902]
[ 0.8675  0.1325]
[ 0.7765  0.2235]
[ 0.661  0.339]
[ 0.0664557  0.9335443]
[ 0.15416667  0.84583333]
[ 0.3835  0.6165]
[ 0.517  0.483]
[ 0.75  0.25]
[ 0.9215  0.0785]
[ 0.40416667  0.59583333]
[ 0.47529  0.52471]
[ 0.241375  0.758625]
[ 0.05379245  0.94620755]
[ 0.8695  0.1305]
[ 0.199  0.801]
[ 0.13297944  0.86702056]
[ 0.08333333  0.91666667]
[ 0.09395973  0.90604027]
[ 0.04735376  0.95264624]
[ 0.109  0.891]
[ 0.03263509  0.96736491]
[ 0.1372  0.8628]
[ 0.7835  0.2165]
[ 0.8575  0.1425]
[ 0.717  0.283]
[ 0.07894737  0.92105263]
[ 0.8175  0.1825]
[ 0.0664557  0.9335443]
[ 0.  1.]
[ 0.2275  0.7725]
[ 0.03263509  0.96736491]
[ 0.369  0.631]
[ 0.03263509  0.96736491]
[ 0.839  0.161]
[ 0.10204082  0.89795918]
[ 0.6675  0.3325]
[ 0.23669444  0.76330556]
[ 0.8045  0.1955]
[ 0.735  0.265]
[ 0.3975  0.6025]
[ 0.06823266  0.93176734]
[ 0.846  0.154]
[ 0.45116667  0.54883333]
[ 0.856  0.144]
[ 0.645  0.355]
[ 0.29683095  0.70316905]
[ 0.13435  0.86565]
[ 0.8005  0.1995]
[ 0.9285  0.0715]
[ 0.6505  0.3495]
[ 0.388  0.612]
[ 0.22138988  0.77861012]
[ 0.  1.]
[ 0.8545  0.1455]
[ 0.842  0.158]
[ 0.5355  0.4645]
[ 0.691  0.309]
[ 0.713  0.287]
[ 0.631  0.369]
[ 0.8445  0.1555]
[ 0.7595  0.2405]
[ 0.7675  0.2325]
[ 0.06441667  0.93558333]
[ 0.04735376  0.95264624]
[ 0.17141667  0.82858333]
[ 0.2143656  0.7856344]
[ 0.317  0.683]
[ 0.125  0.875]
[ 0.778  0.222]
[ 0.13075  0.86925]
[ 0.  1.]
[ 0.04661654  0.95338346]
[ 0.264  0.736]
[ 0.12358529  0.87641471]
[ 0.05379245  0.94620755]
[ 0.16666667  0.83333333]
[ 0.6045  0.3955]
[ 0.05428571  0.94571429]
[ 0.72775  0.27225]
[ 0.263  0.737]
[ 0.05800464  0.94199536]
[ 0.9425  0.0575]
[ 0.615  0.385]
[ 0.16893059  0.83106941]
[ 0.673  0.327]
[ 0.3585  0.6415]
[ 0.7415  0.2585]
[ 0.57433333  0.42566667]
[ 0.4615  0.5385]
[ 0.421  0.579]
[ 0.10655556  0.89344444]
[ 0.227  0.773]
[ 0.909  0.091]
[ 0.819  0.181]
[ 0.2945  0.7055]
